id,text
2587,"in a word...delicious..everything was perfect..the food, the presentation, the wine, the host, the waiter, the decor, etc...i smiked from the moment i walked in to the moment i went to bed. so wonderful. looking forward to my next night out there."
2588,"Alinea is outstanding! The food, atmosphere, presentation and service was superior! Truely an amazing experience!"
2589,"A cutting edge experience for lovers of food, art and romance. Doesn't matter if you decide to do the tasting (12 course) or the tour (24 course) menu, you will be blown away by the presentations. I have to say not all dishes, flavor components or pairings had worked perfectly for me, but at least I can appreciate the thoughts and creativity behind each dish. Expect the unexpected."
2590,"Like most other reviewers, Alinea also blew me away. Every dish was beautifully thought out to amaze all senses. The experience including the wine pairings was worth every penny. If I could afford to I would come here for every special occasion."
2591,"We had the 12 course meal with the wine pairing. All the dishes were so interesting, the presentation stunning! The bite-size portion was perfect and the special dishes were one of a kind. Some things popped in the mouth, spilling out interesting flavors. The wine pairing was good at times and seemed unmatched at other times. But to be truthful, the food wasn't as tasty as I was expecting it to be. Or maybe my expectations were too high."
2592,Delicious! What an incredible menu....absolutely perfect dining experience. I can't wait to go back again. Perfect place to bring a date.
2593,"I haven't stopped thinking about, dreaming about Alinea!!!! I had the tasting menu and I loved every course--the service, the presentation, the flavor, oh, the flavor and did I mention: THE FLAVOR! Simply the best!The next occasion or event you know where I'll be!"
2594,"This place is great, food is amazing and I never had a bad experience there. Service is very good and attentive, they know everything about wine. I had the 8 course tasting menu last time I went and it was fantastic. There is really nothing I can say about this place, but to go and try it yourself"
2595,If you like uppidity duppity with a side of complete disgusting food go here.
2596,"beyond outstanding, service, wine, dessert. Ill have my birthday there every year"
2597,I liked it very much ! great food and service.
2598,"It was good, but it can be better ,And 24 courses is just too long."
2599,"It was good, but it wasn't better than Trotter's, unless you are into the gadgets. And 24 courses is just too long."
2600,WOW Outstanding Im speechlessMake reservations
2601,"I picked this place for a friend's birthday, and NO ONE was disappointed! Food and presentation was amazing, same as the service.My favourite part was the dessert plated on a monkey sculpture, and the dessert cart at the end which loaded with small french treats!! I was so regret that I was too full to try every single item on the cart. Will def go back on a special occasional to impress friends/family again!"
2602,"I have been a lurking member of Yelp for years. Using it to find wonderful restaurants. This is the first time that I have been so blown away by a restaurant that I was moved to write a review.We had the tasting menu. Each course was spectacular, We kept thinking how can it possibly keep getting better. It did. The service and attention to detail is impressive.We will rush back."
2603,this place is magical. a real treat in the windy city.
2604,"Great Experience! Pricey but good food, is a three hour dinner. Service was amazing."
2605,"This was great! The tasting menu is the way to go. Comparing it to my gold standard, Alinea, it would get 4.5 stars. The presentation was fun-one dish had dry ice giving an artistic effect. The cheese course was amazing!!! The extra effort for our anniversary was appreciated. They brought us menus with our names and date on it as well as a Happy Anniversary in chocolate and a little cake."
2606,"The dining experience was good overall. But when you're spending this kind of money you need to be blown away. Given the coinage we dropped here, this place was a disappointment. I'm sure that people will drone on and on about how great this place is, but it's the Tim Tebow of restaurants. Totally over-hyped."
2607,"Maybe I'm out of date, but I love the look of Tru. The separate room for cocktails leads to a bit of drama when you are brought into the main room to be seated. The room is just pure class, very impressive.Service was outstanding, as we expected. The wine list was really interesting here, too.My only complaint was...the food! My meal was outstanding, but my three companions had mediocre to disappointing entrees. Maybe the mistake was not going with the tasting menu. We normally would, but were reluctant because we didn't want to spend 3 hours eating dinner (we had a late seating). Everything looked really pretty, but my companions dishes were just kind of blah. Not what you want from a restaurant like this.I still give Tru four stars, because the experience was great (and my meal was really good, even if my friends' meals weren't)."
2608,"Oui! This is ultimate high end comfort food. if you go, do the grand collection with a wine pairing which is a great value. You get to enjoy (2 oz pours) of some very special wines like 1985 vouvray moelleux le mont domaine huet . It is an $85 retail price chenin blanc that I could sip all day..I agree the dated and muted ambiance leaves something to be desired but the food and staff quality speak for themselves."
2609,"Truly a wonderful restaurant, great food and impeccable service. A much deserved 3 star michelin rating. Highly recommended"
2610,"Maybe a bit past it's prime of a few years ago, but still an excellent choice in the Windy City. Food presentation is a stand-out."
2611,"You could not pay me to go back to this place. The server was absolutely horrible. I have never experienced anything so uncomfortable and never been treated so terrible in my life. The amount of money we spent was fine, however, the food was not even that good and the server actually talked crap about us in the corner the entire meal. For that money, i should be at least told 'thank you'. Not to add drama, but it was my mother's birthday (she is a chef) and her only request was to have dinner here and she even got a hotel to come. She was disappointed and my father was insulted by the wait staff. One star is too much. Never go."
2612,"A particular foreign songs starts playing in my head whenever I think about this restaurant. The song isn't important, but the experience is. You may think by the time you take your first step into the place that you're under-dressed, but that might have been just me and my significant other. That all changed the moment they greeted us. Such open, generous, genuine smiles will make you feel really welcome. once you're seated and they start serving your meal, you'd start thinking things are over priced, but as they keep on serving such delicacies on and on, you start to realize the amount of food that your going through. Imagine a table filled with delicious hors d'oeuvres, layer upon layer (in a neat way), all hidden away. Something like that. This is definitely the place for a romantic foodie date."
2613,"Come bid on a TRU Restaurant VIP Tour! http://www.cbhconline.orBidding ends June 17, 2011."
2614,"Based on some of the reviews, I made a reservation with some sense of being disappointed. TRU turned out to be one of the best meals that I have ever experienced, including creativity, service, and overall enjoyment. At first the atmosphere seemed a bit stuffy, and the coordinated water pourings a bit hokey, but as the evening went on I appreciated the attention to detail in both the service and food. The sommelier was great with a sense of fun. The 6 course tasting menu showed more creativity than Moto. On the whole, this was worth the money for an exceptional fine dining experience."
2615,Went here for my birthday dinner. AMAZING
2616,"I know everyone loves this place. I dined there with my family a few months ago. The atmosphere and service is great. But the food, nothing special in my opinion. Dessert was solid, but the other courses were not great, just okay. For the amount of money and reputation it carries, I was disappointed."
2617,"TRUly an amazing experience! We started with the caviar staircase and did the large tasting menu along with the wine pairing. Probably safe to say we won't be ordering caviar again anytime soon but still a fun, yet pricy, first experience. The 9 course tasting menu was unbelievable. It was by far the most adventurous meal we've eaten. The service was outstanding along with the ambiance. We will be back sooner than later."
2618,"This used to be our favorite - for truly special occasions. For years it was wonderful in all respects. Alas, it has fallen WAY DOWN - now it is just very expensive with only o k food. There are too many places close by that are much better. We won't be back."
2619,"My husband took me there for my 30th birthday and it was amazing! Beautiful decor, many people in the restaurant but still the environment is very pleasant and quiet. We had the best beef fillet, ever! Very friendly service, nice art. Just wonderful. Highly recommended!"
2620,"Great, great, great, creative menu, definitely a treat. I loved the atmosphere. The service is what makes this place stand out from many fine dining establishments in Chicago and New York, it was such fun to watch, like synchronized swimming. Impeccable. I loved having the menu with our anniversary date on it as well as our names, so sweet, and something to cherish and remember the night by. Fine dining at its best."
2621,"Excellent restaurant! We have been to Tru for dinner and for dessert. It is a great place to go for dinner, but I loved the dessert tasting. Who wouldn't want to enjoy course after course of dessert? Such innovative desserts as well as grown-up versions of childhood favorites. (Such as a miniature root beer float made from their own root beer). Lovely!"
2622,Oh my God. This has to be one of the best places I have ever had dinner. It's right up there with French Laundry.I went to TRU a couple years ago and never forgot it. The food was amazing and the service is the best! If you have the money you have to go!
2623,"I'll be honest and admit that while I don't eat out very often, I've eaten at many places in different locations and countries. Tru is my most memorable and favorite meal. Keep in mind that you're not just paying to have your food cooked, you're paying for your experience. If you have plans for after dinner, you'll want to allot the appropriate length of time. My dinner took literally three hours. My favorite part of the meal was definitely dessert and their cart with homemade treats was the best way to finish my meal. You may be like me and can't afford this type of dining experience all the time, but Tru is definitely the place for a special meal."
2624,"one of the most memorable dining experience.old school/classic chicago.from the food to impaccable service, every thing was just great!a spot-on.It may look expensive and feel expensive.and yes it is pricey.but, in the end, it is such a bargain.best bread/pastry couse. spot on amuse-bouche.generous cheese couse.even amazing coffee!and they have by far the best dessert menu in the city.I am not a steak person, but Tru converted me.perfect for every occasion.ambience could seem little dated, but it's classy.can't go wrong with anything on the menu.wine list could use little more affordable wine though.don't forget your jacket.you will need them."
2625,Tru is among the Chicago elite in restaurants. Featuring glass staircases of caviar and other eclectic twists on nouveau cuisine. The menu is constantly changing and is dependent on seasonal availability of items. The decor is dramatic with dark rich black tones coupled with crisp white tablecloths and hints of blue accents. Tru is very adult oriented so not a family place but great for a small group or date for those who have a global palate.
2626,"I have a long history with Tru. I've been trying to recreate one of the most memorable dining experiences and one of the best dishes for the last seven years to disappointingly medicore results. As a consequence, I cannot recommend Tru due to its inconsistency and high price. The sexy but overly theatrical wall street circa 1986 inspired decor is a bit much. There are one or two too many servers per table. This gang bang approach to service seems to only work well in Asia and I would recommend they scale it back here in Chicago. Very tasty desserts are a consistently great finish to the meal, however."
2627,"When in a major city for a work obligation...make it count! That is just what I did in going to TRU. I enjoyed the Grand Collection, which was superb! My favorites were the farm ricotta and corn agnolotti with burgundy truffle consomme and the glazed veal ribeye with spring garlic, asparagus and wild mushrooms. I allowed the sommelier to pair my courses. The Knoll Riesling was incredible. I am very pleased that I added the cheese course, which was perfect.I enjoyed watching the impeccable simultaneous service for parties larger than just one...which I was...just one. As a lone diner it would have been lovely if the staff had of broken character a bit and been more personable, but they were efficient and friendly...to a point. I felt comfortable enough to have enjoyed myself immensely. It was a fantastic indulgence and I feel grateful that this is not my usual dining experience....I appreciated it all the more for that.One last thought...as a lone diner in a large city...seeing a familiar wine on the list is like seeing an old friend and suddenly one doesn't feel so alone after all..."
2628,My friend dragged me to this place for lunch because she said it was incredible and it was...an incredible wait. I stood in line for almost 30 minutes for a hot dog. These people who wait here are nuts. I don't see how this is any better or worse then other hot dog joints. I chalk it up to herd mentality.
2629,"Canyou say delicous. When i wen to HOt Doug this weekend the first thing I though was who would pay $7 dollars for a regualr size hot dog, but when I saw the menu it had a variety of different hot dogs and choices you could choose from. The service was very very slow here but I believe every second was worth the wait! The people here were really nice and you felt like you were in a nice enviormnt even though lines were out the door. The store does not look that appelaing when you first look at it, but I can surely say the food really backs it up. I would more than likely go back becasue I can honestly say the food was delicous!"
2630,"Tru was the best combination of excellent food and incredible service. We went there to celebrate a birthday, and the staff made it a memorable and special event. In addition to the extreme attention to detail, the staff was welcoming and friendly. While expensive, I would definitely recommend Tru because I felt the food and service were superior to other fine dining establishments. I enjoyed the experience much more than Everest, and maybe even Alinea."
2631,"Definitely waited for almost two hours, but it was worth it. In addition to whichever inventive dog strikes your fancy, try the corndog (surprisingly our favorite) and get those decadent duck fat fries. Just do it. and don't be intimidated by the line - take a friend or your smartphone or a book and the time will pass reasonably quickly. Cash only."
2632,"Wow, what a huge disappointment after reading so many positive reviews. We really can't figure it out why so many positive reviews unless someone from the restaurant or friends are constantly updating reviews. I personally travel the world and I am always seeking my next dining adventure. I have never posted a review because I have never been so disappointed in a selection based on reviews.We dined at TRU, if you want to call it that, on May 15, 2010. It was to celebrate an Opera performance competition earlier in the day. We had traveled from Dallas and wanted to eat at what we thought was the top restaurant in Chicago, but we could not have made a poorer decision. I think people are caught up in the ambiance and service and not the food. I want food to explode in flavor in my mouth and most dishes we had one or two bites and sent them back, awaiting the next course. We arrived in the lounge about 30 min prior to our reservation, to have a drink before dinner. I am a scotch drinker, and about the only think cheap about me is that I do like Dewars scotch. They took our order and came back and told us that we do not have Dewars, so the next obvious question was what do you have, which he promptly struggled through. After a couple more babbles I asked if they had a scotch list, and the light bulbs went off and we were given a list. I asked for Glenlivet he brings be Glenfiddich... It was such an ordeal to start.We were seated promptly at our reservation time, and like most chose the Prix Fixe menu. Like most have said the service was outstanding, until we got our first sample courtesy of the chef. We each took one bite and I really wish I could remember what they called it but well it was tasteless. After this, we were brought a selection of breads to choose from which we both made different selections and well the bread was good. Now on to appetizers. We both chose different appetizers, and we both ate no more than three bites and sent them back. With the outstanding service we often questioned why they did not even ask, was it okay, as we were sending back almost the entire dish. Entrees proved to be the same. No taste, no spice, no wow this food is exploding in my mouth. It was comical to see the steak served with mashed potatoes! Dessert consisted of very small portions no larger than my pinkie and again we did not even eat the whole thing. Save the hundreds of dollars that you will spend. Personally I was actually scoping out the restaurant for an upcoming business dinner I will have in Chicago next month, but I am sorry that I tortured my date with this experience. If you want ambiance and service this is your place, just don't go for the food. We really did go eat again afterward, it was that bad."
2633,Impressive in all respects. Without a doubt the best service I have ever had in any dining establishment. The overall experience was amazing and will always be remembered. The food was very good but perhaps I fell prey to over-expectations as I don't typically frequent such amazing establishments very often. I am so glad we were able to get reservations.
2634,"This place has over 1200 reviews?! Wow, talk about word of mouth advertising. But it's amazing, I agree. Well worth the wait in line. Haven't had a sausage I didn't like here."
2635,"One of my husband and my favorite restaurant worldwide.Went there on our 7th, 9th and 10th year anniversary, never disappointed.Spent about $200.00 per person, though it was the best bargain in town.Their after-dinner pastry is simply amazing, can't wait til go back again."
2636,very good variety of hot dog flavors / combinations. buns could be better.
2637,A wonderful place to eat with excellent pairings of wine. Everything about the dishes are above par. Not much to say on such a perfect place to eat if your willing to throw down some lute. The desserts are the best part. Go for a truly special occasion.
2638,"I recently went back to Tru for the third time for a special occasion (anniversary). We wanted a truly special dining experience, and based on our previous two visits there when in Chicago, we thought this would be the place to go. I must say that I was disappointed. Compared with previous dinners there, the service seemed not as good as in the past and the menu was spare on fresh fish and vegetable choices. So while I would have rated them a 5 in the past, this time I can only give a 3.5. It is still a very good restaurant, but I don't think we will go back there. There are too many other outstanding places to try. I reserve a 5 star rating to mean that I recommend a place without any reservations at all and will certainly plan to return the next time I am in town."
2639,i have noooooooooo words to describe how amazing this place was! like paradise!!! and one of those fancy restaurants you see in the movies!!!!!!
2640,"I don't know what to say, other than, certain things are to be expected at higher end places - like higher standards in behavior from staff as well as the customer. Sometimes a server can seem a little uptight - but that's infact part of their job - to do their best. The food is impeccable. The staff is a genie in a bottle wanting to grant your every wish - even put your purse on it's own purse stool beside you. And for those that don't get that - don't go to TRU. A little pretentious - without a doubt, but that is the culinary style. And to be expected - like going to a Mexican restaurant, and expecting Mexican accents and possible diarrhea afterward."
2641,very good
2642,"We went here on a whim, last minute no reservations. After hearing about this place from friends and family, I was very excited to try the food. The experience overall was very nice especially the service; however, the food was good not amazing! Notables: hot chocolate shot - seriously rich and deep in flavor but not too overpowering coconut macroon - very sweet but not the kind that hurts your teeth.homemade chocolates - also very rich and intense in flavorpretty much anything dessert!The savory dishes although tasty were not very innovative. Of all the savory dishes, my favorite was the beef wrapped in proscuitto and the soy sauce they used for the sashimi (I swear it's different then the one I have at home- and I'm Asian! haha). Overall, a great experience with the ambiance and timely waitstaff but the food itself was definitely not worth the price tag. Can't wait to try Alinea and Trotters to compare :)"
2643,"I know lot's of people have strong opinions about this place. I just wanted to add a few things.Great stuff. I always try to get their very early and found this adds to my experience. I am not a fan of waiting Try going on a Tuesday or Wednesday. Additionally, Doug is a personable independent owner operator and I am pleased to support his fine joint!"
2644,"There's a lot of hype around this place. It is a good hot dog place and the variety is excellent. However, I will be a bit nit-picky. Why would anyone stand in line for 30 minutes for a hot dog? They are not THAT good.I think that the dogs are supposed to be good because of all the hype so everyone's brain is getting tricked.Service is fair - in and out and then get out we have more customers type of mentality. Yes they smile.Their hours of operation are not that good. Always closed. They make so much money, they close their doors whenever they want.I don't get the hype. I'll give them 4 stars cause the dogs were good, not great. People get over it, they are just hot dogs, man."
2645,"An amazing dining experience. We went to celebrate a milestone in a friend's career. We had the seasonal collection. My friend's wife is vegan. She called in advance and the kitchen made all of her food vegan. Service was excellent. At one point, my friend's wife was cold. One of our attendants noticed and came over with a selection of shawls that matched her dress. Also loved the chair for my purse."
2646,Great anniversary dinner!
2647,"Ridiculously expensive. The food was good, the service was good, not great, and I don't like feeling ripped off. The staff must be laughing at the clientele for wasting so much money."
2648,"I really did not like my experience at Tru. The atmosphere is weird. It is so bright, that you feel like you're in a lab, not a 5 star restaurant. there is no music. There are 3 servers waiting next t your table, so you can't have a private conversation. It is too uptight. The food was nice, but not spectacular."
2649,"The food is above average, service excellent, but the chairs were uncomfortable, atmosphere a little stuffy (picture lots of 50 yr old men with 24 yr old blonds), and the valet staff make a comment to us when we tiped them only $2. Parking is pretty much valet parking only in this Northwestern Hospital neighborhood and Jacket required."
2650,"nice place, will go again"
2651,"I went there on a Friday at 2 pm and it was packed. Waited an hour and twenty minutes. It was worth every second. You get in there, and one side of the wall is the menu and all the specials, and the other side is pictures of sausage and hot dogs. And when after all the time spent in line, Doug is there to take your order. I ordered a large drink, and he politely told me that there is free refills on the small drink. I got the Alligator Sausage (which I split), The Apple and Cherry Pork Sausage w/ dried fruit, some manchego-esque cheese, and sweet curry mustard, with an order of duck fat fries. My friends got the corn dog, bratwurst, hot dog, and regular fries. Everything was off the charts good. I would never imagine mixing shrimp sauce with a smoked alligator sausage. But the stand-out to me was the pork sausage. The flavors mixed and matched so perfectly and there was nothing better to wash it down with than some duck-fat fries and a gulp of Mr. Pibb. Suffer through the lines, and make sure you go on Friday or Saturday."
2652,"EXCEPTIONAL IN EVERY WAY.DO EXPECT: Impeccable, formal service; Outstanding, original cuisine; Excellent options for vegetarians (including the tasting menu); Staff who are passionate about food and wine; Great suggestions for wine-pairings; To be surrounded by beautiful art (on your way to/from the bathroom, ask a staff member for a little guided-tour of the art pieces); A stool for your handbag(!).DON'T EXPECT: A cheap evening; Ultra-friendly servers (unless you're seated at the kitchen table, where the experience does feel more relaxed, but no less wonderful)."
2653,"Lived in Chicago six years and finally went to Hot Doug's - not sure what the big deal is supposed to be. Awful line with 90% non-locals, not a terribly good neighborhood, etc. Again not sure why Hot Doug's is a big deal."
2654,"Service was Awesome! Synchronized water refills! 4-5 waiters for just our table! The dessert and the Madeleine Cookies to go were the best. The prixe-fix food itself was visually incredible, but so-so on the palette. She was impressed, however, I wouldn't go again unless they improved the menu."
2655,"This place is just ok. it would get a higher rating from me if i didn't have to stand in line that long. Did they cook my dog when i showed up? They must have because it wasn't hot by any definition, i would say warm. The fries are ok as well but not for my taste, i like crispy thin cut fries, and these were a little on the thick side and all mushy from being in too much grease. The price isn't expensive but two of us had dogs, shared a fry, and had two drinks. I remember the price being almost $20 which it was after i put the change in the tip jar ( I always tip). I have two other favorite hot dog spots that i would never dare mention because if i had to wait that long for a hot dog again I am moving out of the city, maybe even state."
2656,"What can I say that hasn't been said already? Got there when it opened and waited in line for 45 minutes and it was well worth the wait! The duck fat fries are the richest thing I've ever eaten.Amazing, amazing food. I live outside of the Chicago area and I'll be back to Hot Doug's whenever I'm in Chicago for the rest of my life."
2657,good dogs! THE fries are the best
2658,"Overpriced, small portions--they actually served me a dish that was the size of a tablespoon. My boyfriend was disappointed as well--but at least he paid! The owner also supports torturing geese to make foi grai!"
2659,best hot dogs in Chicago.
2660,their fat fries are AMAZING... definitely try this place!
2661,The Ultimate Hot Dog Superstore. Love it!
2662,"I feel a little intimidated to even write a review about this place. I truly believe it is one of the greatest places (perhaps THE greatest) place to get food in Chicago.Don't let the line that wraps around the place turn you away. Bring a book or something, because the wait is WORTH IT!I love that the owner, Doug, takes every person's order.I love that they change their specials frequently- it keeps me coming back for new things to try and for some reason makes me think the food is fresher.I love the quirky, non-threatening atmosphere.Ask for Doug's recommendation, and he will probably tell you to get the Foie Gras and Sauternes Duck Sausage with Truffle Aioli and the Foie Gras Mousse. It is incredible. But the other specials have always been just as mouth-watering.My advice, go with a bunch of friends. That way, you have people to hang out with in line. And then everyone could order a different special and get to try a little bit of everything."
2663,The food is amazing! Great place to try something out of the ordinary. The food is very gourmet but with a streetlike twist. And Doug takes your order!
2664,I never thought I would wait 30min in line to get a hot dog but apparently I will be doing it from now on. Doug makes a mean wien.
2665,"This place is heaven for a born and raised Chicagoan! Doug, you are so nice and always give the best service available, thank you! Your staff is also very sweet! The dogs at Hot Dougs are absolutely amazing. What I love about this place is the variety of ways you can eat a dog. The different dressings and the way the dog can be cooked are great, options, options, options! The best is their Chicago style dog. Words cannot express! You must try this place."
2666,"My husband and I go to Doug's more or less weekly, now. We generally get whatever is on special and something else. We go at the off hours and haven't waited for more than 20ish minutes yet.But we have not gotten to try the duck fat fries. We don't go when they're on, as we know it'll be a madhouse. Someday."
2667,"Seriously...what is all the fuss about? I've routinely had better hot dogs in people's back yards, at BBQs. I went with 2 other people, and we ordered a wide variety of 'dogs so we could try many of them--not one was memorable. The 'dogs themselves are seriously lacking in flavor, and the startlingly neon green relish is totally void of all flavor. The only redeeming factor about the whole meal were the french fries--otherwise, this joint would be getting 1 star from me. Maybe it's just me. I'm an east coast gal, and I had the same reaction to Al's Italian Beef (also lacking in flavor)--which a ton of native Chicagoans implored me to try. In sum, I wouldn't wait in line for 5 minutes for these hot dogs, let alone the 1.5 hours we spent in line waiting for them. Hot Doug's is a Hot Food Failure."
2668,"Awesome hot dogs! Friendly staff all around. A little bit of a wait depending on when you go, but its worth it!"
2669,"Excellent food, good atmosphere, friendly service. Worth the money, worth the wait, lives up to the hype."
2670,"Sometimes I randomly crave their Seoul Sassy chicken. Crisp is probably hands down my favorite restaurant in the city. I'm from Hawaii, so I'm really judgmental of Asian food. The only other equivalent to the Seoul Sassy chicken is the Korean Fried Chicken from Zippy's in Hawaii, and let's face it, Crisp might be better and is so much closer. I love this place because it has great food, especially for the price. Everyone who has eaten at any Korean restaurant knows that Korean food is not cheap.My boyfriend and I usually split the whole chicken combo for $19.99 (comes with 2 cans of pop and 2 sides). It's perfect for sharing and sometimes we'll have enough for one lunch the next day."
2671,So very good. Will return!!!!
2672,"This is so yummy. Try the Seoul and Sassy. There was lots of flavor!!! I didn't really care for the tables. Honestly I am not a big fan of sitting with other customers. I value my personal space. Other than that, I love the food. Will be back again. Possibly for take out!"
2673,"Crisp is hands down awesome. Their BBQ chicken wings are perfectly seasoned and just the right amount of fried. I also highly recommend the Magic Mushrooms, which are battered and fried and come with Crisp's amazing dipping sauce. The staff is friendly and laid back and the food comes out pretty quickly. Love this place!"
2674,"These may be the best wings I've ever eaten in my life. My wife and I stopped in after seeing BMG and we ordered 10 wings and a steak bowl. It was more than we could eat! The wings are so big that the drumette portion is bigger than some actual drumsticks I've seen. I'd be afraid to meet that chicken in a dark alley...We had half sassy Seoul and half BBQ and both were delicious. The steak bowl has excellently seasoned bulgogi-style beef and perfect rice. I think a five-piece wing or a bowl would be plenty for one person (either one is around eight bucks).It is a unique ambience - big slab tables and a couple of counters with bar stools. If you can get the window seat, though, it's great for people watching while you eat. This place is so good that we'll make a special trip downtown just to come here again."
2675,"If You find yourself in Lakeview then you have to try Crisp! Every single time I've been there which has been many my food is always hot fresh and tasty. The buddha bowls are to die for, packed with veggies and meat topped off with a fresh egg. The sauces are very Flavorful . The bibimbap is fantastic your sure to be a fan !Be sure to grab a seat before you order they get sat up fast!"
2676,"I recently tried Crisp for lunch. I had the Foodie's Choice Crisp, and my friend had a Buddha Bowl. Mine was delicious. The chicken was tasty, crisp, and tender on the inside. The sauce and toppings were also excellent. My only complaints were that the sandwich fell apart easily and it was just a bit too greasy. My friend enjoyed her Buddha Bowl, even though it was enormous. Seating is very informal but comfortable. I will definitely go back for more."
2677,"I'm eating as I type, and there is sauce all over my fingers and keyboard. It's the best sandwich I've ever had! THE FOODIE'S CHOICE CRISP is bursting with all of these amazing flavors. Given that my trip to Crisp was supposed to end with a small snack, saving the rest for later, I'm surprised to find that I just finished the whole thing. DELICIOUS! I'll be back!"
2678,When you think of BBQ and chicken the first thing i think of the Crisp. Their Sassy Chicken wing are one of the best in the city.This is a must try for any fried chicken lover in the Chicago land area!
2679,"Simple, reasonable priced, and exceptionally delicious. I've ordered a variety of items off their menu, and have only been delighted at what I've received.The chicken is incredibly crisp and moist, the bowls are reasonably healthy and full of flavor and the sides are up to par with the rest of the menu.A friendly staff and casual environment make this a great place to grab a bite in the Lakeview area."
2680,Why bother even writing a review. It's all been said. Delicious and inventive!This is the spot I bring my out of town friends to show off a Chicago gem!
2681,doug for president!doug for president!doug for president!doug for president!doug for president!doug for president!doug for president!
2682,Awesome!!! Baby buddha bowls are a great buy and delicious!
2683,HOT DOUG's GAVE ME FOOD POISONING.Went to Hot Doug's with two friends. We all got different Dogs/Sausages and shared a basket of the Duck Fat fries. My friend called me the next night to see if I was sick. I missed her call because I was in the bathroom vomiting. All three of us got sick. I will not be returning.
2684,"Love the food, but don't get delivery. delivery guy is rude. I have to pay $3.00 in delivery charge to get rude at my door step. No Thanks"
2685,Take Awesome...mix it with chicken wings and you get Crisp. Best Chicken Wings and Chicken Dinner... Love to eat here with all my friends and try out all their unique drinks. Their mushrooms... amazing. Their wings? Even better. Great location and the people are always talkative and fun to order from. Def feels like its a healthy dinner
2686,"Great Hot Dogs/Sausages, recommend going before 12 to beat the rush!"
2687,"I LOVE their fried chicken! The soul sassy is Sooo good!It's crispy and juicy too with reeeeeeally goos seasoning.We get carry out, I don't like the long benches where u sit next to strangers if you eat there.ONE OF THE BEST FRIED CHICKEN IN CHICAGO.They always have fast friendly service too."
2688,By far the best restaurant in Chicago...I cannot get enough of this place. Their Chitown bowl is delicious and their wings are sweet and spicy...oh and did I mention huge. A lot of food for your buck.
2689,No need to waste anyone's time with this review. This is just to confirm that Hot Doug's RULES!
2690,"Amazing. The wings are great, the sauces are better. Alden who works there is cool. Burritos and bowls are also pretty damn good."
2691,"My go-to place for wings. They give you WHOLE wings, not segments! The Seoul Sassy sauce is my favorite. The Original Buddha Bowl is good, but bring your appetite, it's a huge portion! I like that you can get brown or white rice, too. Just remember to bring cash... they don't take plastic."
2692,"Okay, so I probably came here over 20 times. IT IS SO EFFING GOOD IT WILL BE A MISTAKE TO NOT GO. That is all."
2693,OMG!!! This place has the best friggin wings!!!!
2694,"Drooling again, sorry, gotta wipe up my keyboard. I wanna go back to those duck fat fried cheese fries. And that chicago hotdog, with that fresh bread and lettuce, mustard mayo. ketchup. What I don't wanna go back to is that freaking line. I didn't think it would be that cold outside and the line so Long. The only time I can drop by is the same time those other people can drop by. You guys try staying outside in the could. Doug's - you better open up another local branch. I can wait for that. I can't stand going there and waiting in line out in the cold. I feel like a hobo lining up for a good meal."
2695,Yes. just four stars because there's zombies. Zombies who are waiting for duck fat fries and anything fried in duck. All those delicious sausages and hotdogs. I don't want to turn into a zombie and wait in line. Its a good thing I read through these reviews before dropping by. I planned by day so I could drop by during non-peak hours. No food is worth waiting two hours to get. Any place that causes a line to build up outside the shop needs to open another branch. Can I buy a franchise? I want to open shop and eat everything before its sold. Your menu to me is what brains are to a zombie.
2696,"This place is great for encased meats/sausages/whatever.. The line's a little bit ridiculous and I won't go as far as to say that this place is overrated, but waiting an hour for sausage and luke-warm fries didn't exactly live up to my expectations when standing outside for an hour on my bday. I'd still go back, no doubt about it, I'm just saying, the line's a bit much.."
2697,Best dogs in the city! Great service
2698,"best wings i have ever had in my life! i always bring people here and they all agree, crisp is the best! the wings are huge and all of the sauces are so good. pretty inexpensive too."
2699,Mark on Lake Shore DriveI was disappointed with the delivery that we had on Tuesday 10/25/11. When the food arrived it was cold my sandwich was very soggy and tasted bad. Our order was short one diet coke and we were charged for it. When we called Crisp they acted like it was our fault and we were talked down to. I don't recommend this place at all.
2700,"Wing heaven, Everyone i have introduced to these wings are hooked. I know the owner from when i used to work down the street from his burger joint. I love these wings, i could eat them everyday if i could afford it. the steak and rice bowl is also real good. I havent tried much else because there is no need to!"
2701,I've been here a few times and recently found myself wondering why I don't come here more often. The chicken is delicious. The wings are meaty and every sauce I've ever had here is fantastic. I really want to try the bowls next time I go. So if you are looking for some really tasty chicken with a twist and then you need to go here. Service is fast and friendly and it's BYOB.
2702,"Came across a show on Food Channel yesterday talking about this place so decided to give it a try. I love spicy food so went with the suicide wings. Sauce was definitely on par on my heat index but the chicken was average at best. It was a bit over cooked making it drier than it should. When that happens, most of the juice from the chicken is gone and can't blend with that amazing sauce. Kinda like eating chicken jerky drowned with hot sauce. But looks like they have other interesting items on their menu. Will definitely give them another try next time to see if they deserve an improved rating"
2703,"Please please open a place closer to Skokie or deliver out here, it sucks that I no longer work across the stress...those sassy wings remind me of some wings I had in Portland from a place called Pok Pok, a thai street food concept..which means some of the best wings I have ever had, damn crack wings..."
